event_name,user_pseudo_id,user_id,package_id,package_name
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1434,Basic Lunch Bundling (2 pax)
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1526,Bundling 2 Pack Tasty II Kulina x Twenty8
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1511,Bundling 2 Pack Tasty Kulina x Twenty8
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1511,Bundling 2 Pack Tasty Kulina x Twenty8
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1511,Bundling 2 Pack Tasty Kulina x Twenty8
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1526,Bundling 2 Pack Tasty II Kulina x Twenty8
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1511,Bundling 2 Pack Tasty Kulina x Twenty8
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1437,Basic Lunch Bundling (3 pax)
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1446,Sajian Sunda Ceu Kokom Bundling (3 Pax)
select_item,6A22625B91E74E8C96906D7AE8651499,122857,1511,Bundling 2 Pack Tasty Kulina x Twenty8
select_item,6EAC9CA447874F799FA1ABA2D29FF93D,109475,18,Deluxe Lunch
select_item,6EAC9CA447874F799FA1ABA2D29FF93D,109475,87,NUSA by Betawi Corner
select_item,6EAC9CA447874F799FA1ABA2D29FF93D,109475,95,Tastylicious Lunch
select_item,6EAC9CA447874F799FA1ABA2D29FF93D,109475,180,Chinese Lunch
select_item,715167D30CE84CB98264A22C6C06374D,96889,258,Belle Amie
select_item,715167D30CE84CB98264A22C6C06374D,96889,479,Chinese Wok
select_item,715167D30CE84CB98264A22C6C06374D,96889,180,Chinese Lunch
select_item,715167D30CE84CB98264A22C6C06374D,96889,1530,Treats
select_item,7721BDD4060647DFB98C7EA3D692D430,90609,20,Healthy Lunch
select_item,7721BDD4060647DFB98C7EA3D692D430,90609,75,Hemat Nusantara
select_item,7721BDD4060647DFB98C7EA3D692D430,90609,91,Mini Basic
select_item,7721BDD4060647DFB98C7EA3D692D430,90609,180,Chinese Lunch
select_item,7721BDD4060647DFB98C7EA3D692D430,90609,412,All Beef
select_item,7721BDD4060647DFB98C7EA3D692D430,90609,555,Oishi Japanese Bento
select_item,7721BDD4060647DFB98C7EA3D692D430,90609,646,Nasi Mangkok
select_item,7721BDD4060647DFB98C7EA3D692D430,90609,675,Nutripack
select_item,7721BDD4060647DFB98C7EA3D692D430,90609,785,Salad & Buah Potong
select_item,7721BDD4060647DFB98C7EA3D692D430,90609,1267,Pasta Buono
select_item,7721BDD4060647DFB98C7EA3D692D430,90609,1182,Mau Tahu?
select_item,7721BDD4060647DFB98C7EA3D692D430,90609,1497,Tasty
select_item,7E21685F70EE4823A4C0363E1AF94B1C,98321,1186,Miniketo
select_item,7E21685F70EE4823A4C0363E1AF94B1C,98321,564,Sangjasal Korean Doshirak
select_item,7E21685F70EE4823A4C0363E1AF94B1C,98321,76,Barasa by KokoWoku
select_item,7E21685F70EE4823A4C0363E1AF94B1C,98321,1528,Savoury
select_item,7E21685F70EE4823A4C0363E1AF94B1C,98321,1527,Delight
select_item,7E3926ACE73B42179666D2F0250AEE3C,85345,636,Mentai Rice
